"sampleID","colnames","scenario","CurveID","func","param","error","x_true_peak","true_peaked","C_0.625","C_0.875","C_0.600","C_0.800","C_0.500","C_incl_peak","n_CI","n_peak","n_trough"
25872,"X25872","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25873,"X25873","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25874,"X25874","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25875,"X25875","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25876,"X25876","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25877,"X25877","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25878,"X25878","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25879,"X25879","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25880,"X25880","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25881,"X25881","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25882,"X25882","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25883,"X25883","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25884,"X25884","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25885,"X25885","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25886,"X25886","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25887,"X25887","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25888,"X25888","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25889,"X25889","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25890,"X25890","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25891,"X25891","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25892,"X25892","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25893,"X25893","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25894,"X25894","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25895,"X25895","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25896,"X25896","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25897,"X25897","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25898,"X25898","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25899,"X25899","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25900,"X25900","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25901,"X25901","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25902,"X25902","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25903,"X25903","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25904,"X25904","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25905,"X25905","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25906,"X25906","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25907,"X25907","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25908,"X25908","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25909,"X25909","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25910,"X25910","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25911,"X25911","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25912,"X25912","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25913,"X25913","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25914,"X25914","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25915,"X25915","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25916,"X25916","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25917,"X25917","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25918,"X25918","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25919,"X25919","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25920,"X25920","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25921,"X25921","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25922,"X25922","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25923,"X25923","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25924,"X25924","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25925,"X25925","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25926,"X25926","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25927,"X25927","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25928,"X25928","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25929,"X25929","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25930,"X25930","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25931,"X25931","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25932,"X25932","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25933,"X25933","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25934,"X25934","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25935,"X25935","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25936,"X25936","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25937,"X25937","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25938,"X25938","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25939,"X25939","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25940,"X25940","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25941,"X25941","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25942,"X25942","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25943,"X25943","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25944,"X25944","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25945,"X25945","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25946,"X25946","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,1,0,1,0,NA,1,1,0
25947,"X25947","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25948,"X25948","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25949,"X25949","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25950,"X25950","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25951,"X25951","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25952,"X25952","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25953,"X25953","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25954,"X25954","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25955,"X25955","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25956,"X25956","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25957,"X25957","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25958,"X25958","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25959,"X25959","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25960,"X25960","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25961,"X25961","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25962,"X25962","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25963,"X25963","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25964,"X25964","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25965,"X25965","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25966,"X25966","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25967,"X25967","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25968,"X25968","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25969,"X25969","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25970,"X25970","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25971,"X25971","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25972,"X25972","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25973,"X25973","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25974,"X25974","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25975,"X25975","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25976,"X25976","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25977,"X25977","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25978,"X25978","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25979,"X25979","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25980,"X25980","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25981,"X25981","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25982,"X25982","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25983,"X25983","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25984,"X25984","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25985,"X25985","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25986,"X25986","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25987,"X25987","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25988,"X25988","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25989,"X25989","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25990,"X25990","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25991,"X25991","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25992,"X25992","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25993,"X25993","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25994,"X25994","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25995,"X25995","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
25996,"X25996","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
25997,"X25997","saturating40.2","saturating4","saturating",4,0.2,NA,0,0,0,0,0,0,NA,0,0,0
25998,"X25998","saturating40.3","saturating4","saturating",4,0.3,NA,0,0,0,0,0,0,NA,0,0,0
25999,"X25999","saturating40.4","saturating4","saturating",4,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26000,"X26000","saturating40.5","saturating4","saturating",4,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26001,"X26001","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26002,"X26002","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26003,"X26003","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26004,"X26004","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26005,"X26005","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26006,"X26006","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26007,"X26007","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26008,"X26008","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26009,"X26009","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26010,"X26010","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26011,"X26011","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26012,"X26012","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26013,"X26013","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26014,"X26014","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26015,"X26015","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26016,"X26016","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26017,"X26017","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26018,"X26018","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26019,"X26019","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26020,"X26020","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26021,"X26021","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26022,"X26022","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26023,"X26023","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26024,"X26024","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26025,"X26025","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26026,"X26026","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26027,"X26027","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26028,"X26028","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26029,"X26029","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26030,"X26030","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26031,"X26031","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26032,"X26032","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26033,"X26033","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26034,"X26034","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26035,"X26035","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26036,"X26036","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26037,"X26037","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26038,"X26038","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26039,"X26039","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26040,"X26040","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26041,"X26041","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26042,"X26042","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26043,"X26043","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26044,"X26044","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26045,"X26045","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26046,"X26046","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26047,"X26047","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26048,"X26048","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26049,"X26049","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26050,"X26050","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26051,"X26051","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26052,"X26052","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26053,"X26053","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26054,"X26054","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26055,"X26055","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26056,"X26056","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26057,"X26057","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26058,"X26058","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26059,"X26059","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26060,"X26060","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26061,"X26061","saturating80.2","saturating8","saturating",8,0.2,NA,0,1,0,1,1,1,NA,1,1,0
26062,"X26062","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26063,"X26063","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26064,"X26064","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26065,"X26065","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26066,"X26066","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26067,"X26067","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26068,"X26068","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26069,"X26069","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26070,"X26070","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26071,"X26071","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26072,"X26072","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26073,"X26073","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26074,"X26074","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26075,"X26075","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26076,"X26076","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26077,"X26077","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26078,"X26078","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26079,"X26079","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26080,"X26080","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26081,"X26081","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26082,"X26082","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26083,"X26083","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26084,"X26084","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26085,"X26085","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26086,"X26086","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26087,"X26087","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26088,"X26088","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26089,"X26089","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26090,"X26090","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26091,"X26091","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26092,"X26092","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26093,"X26093","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26094,"X26094","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26095,"X26095","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26096,"X26096","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26097,"X26097","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26098,"X26098","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26099,"X26099","saturating80.4","saturating8","saturating",8,0.4,NA,0,1,0,1,0,1,NA,3,2,1
26100,"X26100","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26101,"X26101","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26102,"X26102","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26103,"X26103","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26104,"X26104","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26105,"X26105","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26106,"X26106","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26107,"X26107","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26108,"X26108","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,1,0,1,0,NA,1,1,0
26109,"X26109","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26110,"X26110","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26111,"X26111","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26112,"X26112","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26113,"X26113","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26114,"X26114","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26115,"X26115","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,1,0,1,0,NA,1,1,0
26116,"X26116","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26117,"X26117","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26118,"X26118","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26119,"X26119","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26120,"X26120","saturating80.5","saturating8","saturating",8,0.5,NA,0,1,0,1,0,1,NA,5,3,2
26121,"X26121","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26122,"X26122","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26123,"X26123","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26124,"X26124","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
26125,"X26125","saturating80.2","saturating8","saturating",8,0.2,NA,0,0,0,0,0,0,NA,0,0,0
26126,"X26126","saturating80.3","saturating8","saturating",8,0.3,NA,0,0,0,0,0,0,NA,0,0,0
26127,"X26127","saturating80.4","saturating8","saturating",8,0.4,NA,0,0,0,0,0,0,NA,0,0,0
26128,"X26128","saturating80.5","saturating8","saturating",8,0.5,NA,0,0,0,0,0,0,NA,0,0,0
